,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
11304,11304,3040000,3040000-101-2010-00098,2010-04-15,,1,영업/정상,1,영업,,,,,02 4985576,95.52,143-843,서울특별시 광진구 자양동 45-35 지하1층 ,"서울특별시 광진구 뚝섬로28길 4, 지하1층 (자양동)",5085.0,다정커피호프,2023-04-13 11:49:32,U,2023-04-15 02:40:00.0,호프/통닭,205652.085470948,448207.737066943,호프/통닭,,,,,,,,,,,,,,Y,141.16,,,
11331,11331,3040000,3040000-101-2010-00125,2010-04-28,,1,영업/정상,1,영업,,,,,,,143-915,서울특별시 광진구 화양동 16-28번지 ,서울특별시 광진구 능동로13길 80 (화양동),5012.0,쉼,2014-04-25 10:38:23,I,2018-08-31 23:59:59.0,호프/통닭,206019.598006613,449214.194867522,호프/통닭,,,,,,,,,,,,,,N,29.0,,,
11409,11409,3040000,3040000-101-2010-00203,2010-07-01,,1,영업/정상,1,영업,,,,,02 4985435,142.95,143-899,서울특별시 광진구 중곡동 165-1 ,"서울특별시 광진구 능동로 391, 지층 (중곡동)",4909.0,다원,2020-10-06 10:33:11,U,2020-10-08 02:40:00.0,호프/통닭,207269.710967781,451332.129983547,호프/통닭,,,,,,,,,,,,,,Y,142.95,,,
11414,11414,3040000,3040000-101-2010-00208,2010-07-05,,1,영업/정상,1,영업,,,,,,22.0,143-838,서울특별시 광진구 군자동 472-2 ,"서울특별시 광진구 능동로35길 42, 1층 (군자동)",4996.0,장안회관 2호점,2024-05-20 17:29:09,U,2024-05-22 02:40:00.0,호프/통닭,206724.987898548,450577.883884943,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,22.0,,,
11450,11450,3040000,3040000-101-2010-00244,2010-08-11,,1,영업/정상,1,영업,,,,,,72.34,143-914,서울특별시 광진구 화양동 10-14 (1층) ,"서울특별시 광진구 동일로24길 85 (화양동,(1층))",5016.0,(주)조그삼,2023-02-27 13:37:08,U,2023-03-01 02:40:00.0,호프/통닭,206089.218565694,448942.999773898,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,72.34,,,
11456,11456,3040000,3040000-101-2010-00250,2010-08-17,,1,영업/정상,1,영업,,,,,02  467 7773,,143-838,서울특별시 광진구 군자동 464-26번지 (지층) ,"서울특별시 광진구 동일로60길 8 (군자동,(지층))",4994.0,영화커피호프,2011-07-28 14:56:13,I,2018-08-31 23:59:59.0,호프/통닭,206453.683430329,450684.639604639,호프/통닭,,,,,,,,,,,,,,N,62.6,,,
11470,11470,3040000,3040000-101-2010-00264,2010-08-27,,1,영업/정상,1,영업,,,,,02 4998950,28.52,143-837,서울특별시 광진구 군자동 45-30 (1층) ,"서울특별시 광진구 군자로 160 (군자동,(1층))",4997.0,플라잉꼬꼬,2021-06-30 16:26:40,U,2021-07-02 02:40:00.0,호프/통닭,206712.431446863,450315.988730651,호프/통닭,,,,,,,,,,,,,,N,28.52,,,
11538,11538,3040000,3040000-101-2010-00332,2010-10-28,,1,영업/정상,1,영업,,,,,,23.12,143-846,서울특별시 광진구 자양동 236-14 ,서울특별시 광진구 동일로 44-1 (자양동),5081.0,화이트,2024-08-29 11:08:45,U,2024-08-31 02:40:00.0,호프/통닭,205358.997356476,448287.938691718,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,23.12,,,
11556,11556,3040000,3040000-101-2010-00351,2010-11-17,,1,영업/정상,1,영업,,,,,02 4640325,145.8,143-914,서울특별시 광진구 화양동 9-76 (지하) ,"서울특별시 광진구 아차산로31길 27 (화양동,(지하))",5018.0,민지슈퍼2호점,2024-11-19 15:31:46,U,2024-11-21 02:40:00.0,호프/통닭,206084.308491092,448891.067554239,호프/통닭,,,,,,,,,,,,,,Y,145.8,,,
11659,11659,3040000,3040000-101-2011-00048,2011-03-07,,1,영업/정상,1,영업,,,,,02 4696800,148.08,143-914,서울특별시 광진구 화양동 11-7 ,"서울특별시 광진구 아차산로33길 49, 1층 (화양동)",5016.0,알콜스낵,2022-05-12 13:38:03,U,2022-05-14 02:40:00.0,호프/통닭,206180.558297872,448919.591749133,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,148.08,,,
11664,11664,3040000,3040000-101-2011-00053,2011-03-09,,1,영업/정상,1,영업,,,,,02 4998537,31.28,143-862,서울특별시 광진구 자양동 553-260 ,서울특별시 광진구 뚝섬로30길 41 (자양동),5085.0,오천냥포차,2021-06-30 16:58:31,U,2021-07-02 02:40:00.0,호프/통닭,205885.902434586,448033.209839857,호프/통닭,,,,,,,,,,,,,,N,31.28,,,
11696,11696,3040000,3040000-101-2011-00085,2011-04-05,,1,영업/정상,1,영업,,,,,,135.3,143-847,서울특별시 광진구 능동 223-2 (2층) ,"서울특별시 광진구 능동로36길 16 (능동,(2층))",4985.0,오사카부르스,2021-06-23 11:28:53,U,2021-06-25 02:40:00.0,호프/통닭,206992.526158248,450414.840826809,호프/통닭,,,,,,,,,,,,,,Y,135.3,,,
11776,11776,3040000,3040000-101-2011-00165,2011-06-02,,1,영업/정상,1,영업,,,,,,72.66,143-915,서울특별시 광진구 화양동 111-36 (2층) ,"서울특별시 광진구 능동로19길 27 (화양동,(2층))",5009.0,무이,2023-01-31 15:10:42,U,2023-02-02 02:40:00.0,호프/통닭,206315.071255408,449431.053940615,호프/통닭,,,,,,,,,,,,,,N,72.66,,,
11792,11792,3040000,3040000-101-2011-00181,2011-06-14,,1,영업/정상,1,영업,,,,,02 4669954,20.0,143-843,서울특별시 광진구 자양동 46-11 (1층) ,"서울특별시 광진구 뚝섬로30길 8 (자양동,(1층))",5085.0,포차호프,2021-06-30 17:44:44,U,2021-07-02 02:40:00.0,호프/통닭,205760.727893457,448147.856609359,호프/통닭,,,,,,,,,,,,,,N,20.0,,,
11797,11797,3040000,3040000-101-2011-00186,2011-06-16,,1,영업/정상,1,영업,,,,,0222050902,26.4,143-838,서울특별시 광진구 군자동 474-28 (1층) ,"서울특별시 광진구 능동로31길 22 (군자동,(1층))",4996.0,감칠,2024-01-17 10:25:42,U,2024-01-19 02:40:00.0,호프/통닭,206768.458793401,450417.771365826,호프/통닭,,,,,,,,,,,,,,N,26.4,,,
11798,11798,3040000,3040000-101-2011-00187,2011-06-20,,1,영업/정상,1,영업,,,,,02 4697222,93.37,143-914,서울특별시 광진구 화양동 5-29 (지하),"서울특별시 광진구 아차산로33길 40 (화양동,(지하))",5017.0,윤이불닭발 건대점,2025-03-05 15:48:57,U,2024-12-03 00:07:00.0,호프/통닭,206179.02486984,448854.551452501,,,,,,,,,,,,,,,,,,,
11875,11875,3040000,3040000-101-2011-00264,2011-08-18,,1,영업/정상,1,영업,,,,,02 4568278,115.77,143-889,서울특별시 광진구 중곡동 115-22번지 (2층) ,"서울특별시 광진구 자양로43길 47 (중곡동,(2층))",4953.0,풍류,2019-06-21 15:51:16,U,2019-06-23 02:40:00.0,호프/통닭,207896.310382721,450047.504370537,호프/통닭,,,,,,,,,,,,,,Y,115.77,,,
11879,11879,3040000,3040000-101-2011-00268,2011-08-23,,1,영업/정상,1,영업,,,,,02 4578292,60.0,143-819,서울특별시 광진구 구의동 71-9 (1층) ,"서울특별시 광진구 자양로 250 (구의동,(1층))",4975.0,화신포차,2021-07-15 13:28:23,U,2021-07-17 02:40:00.0,호프/통닭,207832.825587697,449589.095828124,호프/통닭,,,,,,,,,,,,,,N,60.0,,,
11935,11935,3040000,3040000-101-2011-00324,2011-10-12,,1,영업/정상,1,영업,,,,,02 4988259,139.21,143-914,서울특별시 광진구 화양동 8-8 (지하),"서울특별시 광진구 동일로24길 102 (화양동,(지하))",5017.0,믹스라운지,2025-03-21 16:26:30,U,2024-12-02 22:03:00.0,호프/통닭,206158.656908943,448887.408578184,,,,,,,,,,,,,,,,,,,
11961,11961,3040000,3040000-101-2011-00350,2011-11-03,,1,영업/정상,1,영업,,,,,02 4627509,,143-915,서울특별시 광진구 화양동 114-5번지 ,서울특별시 광진구 능동로19길 41 (화양동),5009.0,벙커2,2014-07-18 10:11:35,I,2018-08-31 23:59:59.0,호프/통닭,206247.952113584,449443.973239091,호프/통닭,,,,,상수도전용,,,,,,,,,N,32.98,,,
11972,11972,3040000,3040000-101-2011-00361,2011-11-14,,1,영업/정상,1,영업,,,,,02 4533887,,143-822,서울특별시 광진구 구의동 212-29번지 ,서울특별시 광진구 아차산로 467 (구의동),5035.0,작은공간,2012-04-19 09:23:41,I,2018-08-31 23:59:59.0,호프/통닭,208210.200803741,448658.000484672,호프/통닭,,,,,,,,,,,,,,N,54.0,,,
11978,11978,3040000,3040000-101-2011-00367,2011-11-21,,1,영업/정상,1,영업,,,,,02 4625855,98.27,143-914,서울특별시 광진구 화양동 7-25 ,"서울특별시 광진구 동일로22길 80-1, 1,2층 (화양동)",5018.0,날라리범(虎),2023-10-30 17:22:41,U,2023-11-01 02:40:00.0,호프/통닭,205982.08465469,448766.771540341,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,98.27,,,
11981,11981,3040000,3040000-101-2011-00370,2011-11-23,,1,영업/정상,1,영업,,,,,02 4625855,145.18,143-914,서울특별시 광진구 화양동 7-26 ,서울특별시 광진구 동일로22길 82-1 (화양동),5018.0,날라리범(虎),2023-10-30 11:14:48,U,2023-11-01 02:40:00.0,호프/통닭,205994.67572185,448761.421373915,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,145.18,,,
12265,12265,3040000,3040000-101-2012-00241,2012-09-13,,1,영업/정상,1,영업,,,,,02 4993903,149.19,143-914,서울특별시 광진구 화양동 8-102 ,"서울특별시 광진구 동일로22길 107, 지층 (화양동)",5017.0,힙지로39포차,2025-01-10 10:08:50,U,2025-01-12 02:40:00.0,호프/통닭,206117.047193201,448742.653011903,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,149.19,,,
12273,12273,3040000,3040000-101-2012-00249,2012-09-18,,1,영업/정상,1,영업,,,,,,,143-901,서울특별시 광진구 중곡동 192-25번지 ,"서울특별시 광진구 면목로 133-1, 2층 (중곡동)",4907.0,다락방의추억,2017-11-24 10:28:36,I,2018-08-31 23:59:59.0,호프/통닭,207072.103908258,451463.631630118,호프/통닭,,,,,,,,,,,,,,N,71.27,,,
12337,12337,3040000,3040000-101-2012-00313,2012-11-26,,1,영업/정상,1,영업,,,,,0222015892,85.53,143-200,서울특별시 광진구 구의동 546-11 ,"서울특별시 광진구 강변역로4길 10 (구의동, 지너스타워309호)",5116.0,오븐에빠진닭,2022-12-26 11:54:09,U,2022-12-28 02:40:00.0,호프/통닭,208189.434497483,448129.166313052,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,85.53,,,
12339,12339,3040000,3040000-101-2012-00315,2012-11-27,,1,영업/정상,1,영업,,,,,,105.07,143-914,서울특별시 광진구 화양동 8-22 ,"서울특별시 광진구 아차산로33길 19, 지층 (화양동)",5017.0,키키,2023-10-18 14:28:00,U,2023-10-20 02:40:00.0,감성주점,206128.145888993,448771.56331217,감성주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,105.07,,,
12367,12367,3040000,3040000-101-2012-00343,2012-12-18,,1,영업/정상,1,영업,,,,,,141.9,143-915,서울특별시 광진구 화양동 111-27 지하1층 ,"서울특별시 광진구 능동로19길 21-2, 지하1층 (화양동)",5009.0,지그재그,2022-04-05 09:31:05,U,2022-04-08 02:40:00.0,호프/통닭,206342.411494474,449415.943515539,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,141.9,,,
12370,12370,3040000,3040000-101-2012-00346,2012-12-24,,1,영업/정상,1,영업,,,,,024992588,265.6,143-914,서울특별시 광진구 화양동 8-19 ,"서울특별시 광진구 아차산로33길 33 (화양동, 지층,1층)",5017.0,새마을39운동포차,2024-04-15 10:35:23,U,2024-04-17 02:40:00.0,호프/통닭,206152.202095262,448837.735917213,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,265.6,,,
12373,12373,3040000,3040000-101-2012-00349,2012-12-26,,1,영업/정상,1,영업,,,,,02457 2588,44.26,143-825,서울특별시 광진구 구의동 246-3번지 (1층 107호) ,"서울특별시 광진구 아차산로 395, 1층 107호 (구의동)",5044.0,골목료리집,2018-08-17 10:24:58,U,2018-12-06 02:40:00.0,호프/통닭,207564.476226586,448369.568917225,호프/통닭,,,,,,,,,,,,,,N,44.26,,,
12422,12422,3040000,3040000-101-2013-00040,2013-02-22,,1,영업/정상,1,영업,,,,,02 462 2738,72.0,143-917,서울특별시 광진구 화양동 47-76 ,"서울특별시 광진구 동일로22길 65, 1층 (화양동)",5018.0,생활맥주 건대점,2023-08-07 14:22:12,U,2023-08-09 02:40:00.0,호프/통닭,205933.52014729,448820.180541211,호프/통닭,,,,,,,,,,,,,,N,72.0,,,
12465,12465,3040000,3040000-101-2013-00083,2013-04-01,,1,영업/정상,1,영업,,,,,02 4569977,33.0,143-873,서울특별시 광진구 자양동 679-31 ,"서울특별시 광진구 자양로 49, 1층 (자양동)",5103.0,가마로강정 자양점,2021-07-01 11:27:57,U,2021-07-03 02:40:00.0,호프/통닭,207459.25486718,447773.810030137,호프/통닭,,,,,,,,,,,,,,N,33.0,,,
12472,12472,3040000,3040000-101-2013-00090,2013-04-08,,1,영업/정상,1,영업,,,,,02 4850885,,143-917,서울특별시 광진구 화양동 46-66번지 (1층) ,"서울특별시 광진구 아차산로25길 20, 1층 (화양동)",5019.0,건대꼴목포차,2015-06-23 15:31:02,I,2018-08-31 23:59:59.0,호프/통닭,205853.125911036,448894.490563533,호프/통닭,,,,,,,,,,,,,,N,79.02,,,
12473,12473,3040000,3040000-101-2013-00091,2013-04-08,,1,영업/정상,1,영업,,,,,02 4975883,192.44,143-914,서울특별시 광진구 화양동 9-6 (2층) ,"서울특별시 광진구 아차산로31길 29, 2층 (화양동)",5018.0,오일내건대점,2025-02-03 13:22:45,U,2025-02-05 02:40:00.0,호프/통닭,206090.675095019,448902.975768227,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,192.44,,,
12503,12503,3040000,3040000-101-2013-00121,2013-05-07,,1,영업/정상,1,영업,,,,,02 4462023,89.88,143-889,서울특별시 광진구 중곡동 115-28 (1층) 101호,"서울특별시 광진구 천호대로127길 10, 1층 101호 (중곡동)",4953.0,역전할머니맥주 아차산점,2024-03-22 15:45:01,U,2024-03-24 02:40:00.0,호프/통닭,207839.507299831,450143.251029179,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,89.88,,,
12527,12527,3040000,3040000-101-2013-00145,2013-05-31,,1,영업/정상,1,영업,,,,,,37.0,143-916,서울특별시 광진구 화양동 35-1번지 (1층) ,"서울특별시 광진구 동일로26길 58, 1층 (화양동)",5015.0,지코바치킨,2020-01-23 15:00:50,U,2020-01-25 02:40:00.0,호프/통닭,206019.4646616,449141.170486684,호프/통닭,,,,,,,,,,,,,,N,37.0,,,
12622,12622,3040000,3040000-101-2013-00240,2013-09-02,,1,영업/정상,1,영업,,,,,,,143-825,서울특별시 광진구 구의동 242-59번지 ,"서울특별시 광진구 자양로18길 81, 1층 (구의동)",5042.0,아벡데 프리츠,2013-09-02 10:11:03,I,2018-08-31 23:59:59.0,호프/통닭,207710.255819024,448487.786975885,호프/통닭,,,,,,,,,,,,,,N,19.5,,,
12643,12643,3040000,3040000-101-2013-00261,2013-09-16,,1,영업/정상,1,영업,,,,,,168.78,143-914,서울특별시 광진구 화양동 9-76번지 ,"서울특별시 광진구 아차산로31길 27, 3층 (화양동)",5018.0,몽블랙,2019-06-21 16:25:51,U,2019-06-23 02:40:00.0,호프/통닭,206084.308491092,448891.067554239,호프/통닭,,,,,,,,,,,,,,Y,168.78,,,
12652,12652,3040000,3040000-101-2013-00270,2013-10-01,,1,영업/정상,1,영업,,,,,,54.6,143-888,서울특별시 광진구 중곡동 94-13 ,"서울특별시 광진구 천호대로127길 19, 1층 (중곡동)",4953.0,마실,2024-07-15 15:40:56,U,2024-07-17 02:40:00.0,호프/통닭,207867.783459848,450179.98615898,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,54.6,,,
12712,12712,3040000,3040000-101-2013-00330,2013-11-25,,1,영업/정상,1,영업,,,,,,,143-914,서울특별시 광진구 화양동 9-36번지 ,"서울특별시 광진구 아차산로29길 24, 2층 (화양동)",5018.0,코후쿠(행복),2017-10-25 10:13:27,I,2018-08-31 23:59:59.0,호프/통닭,206000.524124714,448852.923472705,호프/통닭,,,,,,,,,,,,,,N,62.14,,,
12717,12717,3040000,3040000-101-2013-00335,2013-12-03,,1,영업/정상,1,영업,,,,,,29.52,143-886,서울특별시 광진구 중곡동 55-2 ,"서울특별시 광진구 긴고랑로26길 7-26, 1층 (중곡동)",4922.0,왕노가리,2021-07-01 13:11:13,U,2021-07-03 02:40:00.0,호프/통닭,207591.022753133,450809.890500363,호프/통닭,,,,,,,,,,,,,,N,29.52,,,
12721,12721,3040000,3040000-101-2013-00339,2013-12-06,,1,영업/정상,1,영업,,,,,02 4475131,,143-890,서울특별시 광진구 중곡동 117-33번지 지하1층 ,"서울특별시 광진구 용마산로 13, 지하1층 (중곡동)",4931.0,코스모스,2017-09-22 10:44:10,I,2018-08-31 23:59:59.0,호프/통닭,207714.29745342,450297.069528673,호프/통닭,,,,,,,,,,,,,,N,58.0,,,
12734,12734,3040000,3040000-101-2013-00352,2013-12-13,,1,영업/정상,1,영업,,,,,04020845952,82.5,143-847,서울특별시 광진구 능동 223-1 ,"서울특별시 광진구 능동로36길 12, 2층 (능동)",4985.0,수 바,2022-04-04 11:41:53,U,2022-04-08 02:40:00.0,호프/통닭,206983.114535117,450426.908957497,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,82.5,,,
12786,12786,3040000,3040000-101-2014-00038,2014-02-07,,1,영업/정상,1,영업,,,,,,35.0,143-898,서울특별시 광진구 중곡동 157-20 (1층) ,"서울특별시 광진구 천호대로109길 7, 1층 (중곡동)",4929.0,도르리,2021-07-07 14:56:48,U,2021-07-09 02:40:00.0,호프/통닭,207072.313083021,450554.938337278,호프/통닭,,,,,,,,,,,,,,N,35.0,,,
12824,12824,3040000,3040000-101-2014-00076,2014-03-12,,1,영업/정상,1,영업,,,,,,33.0,143-915,서울특별시 광진구 화양동 16-28번지 1층 ,"서울특별시 광진구 능동로13길 80, 1층 (화양동)",5012.0,초라멘,2019-09-30 10:19:27,U,2019-10-02 02:40:00.0,호프/통닭,206019.598006613,449214.194867522,호프/통닭,,,,,,,,,,,,,,N,33.0,,,
12833,12833,3040000,3040000-101-2014-00085,2014-03-19,,1,영업/정상,1,영업,,,,,02462 8188,129.72,143-841,서울특별시 광진구 자양동 4-20 지층 ,"서울특별시 광진구 동일로18길 102, 지층 (자양동)",5075.0,미니호프,2025-02-24 09:59:43,U,2025-02-26 02:40:00.0,호프/통닭,205958.215252549,448445.366307117,호프/통닭,,,,,,,,,,,,,,Y,129.72,,,
12847,12847,3040000,3040000-101-2014-00099,2014-03-25,,1,영업/정상,1,영업,,,,,02 4652780,,143-917,서울특별시 광진구 화양동 47-72번지 1층 ,"서울특별시 광진구 아차산로29길 15, 1층 (화양동)",5018.0,최군맥주건대2호점,2014-03-27 10:52:04,I,2018-08-31 23:59:59.0,호프/통닭,205964.81208909,448823.116331932,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
12854,12854,3040000,3040000-101-2014-00106,2014-04-01,,1,영업/정상,1,영업,,,,,,56.23,143-907,서울특별시 광진구 중곡동 292 에스케이(아)상가동 112호,"서울특별시 광진구 용마산로 174, 112호 (중곡동, 에스케이(아)상가동)",4938.0,이빠이하루,2023-09-05 13:06:01,U,2023-09-07 02:40:00.0,호프/통닭,207571.747933081,451845.601747007,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,56.23,,,
12858,12858,3040000,3040000-101-2014-00110,2014-04-04,,1,영업/정상,1,영업,,,,,02 4626166,30.0,143-916,서울특별시 광진구 화양동 34-12번지 1층 ,"서울특별시 광진구 동일로24길 63, 1층 (화양동)",5016.0,토종명품순대국,2018-11-30 10:05:22,U,2018-12-04 02:40:00.0,호프/통닭,205996.315055714,448983.99495546,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
12878,12878,3040000,3040000-101-2014-00130,2014-04-22,,1,영업/정상,1,영업,,,,,02453 0358,46.41,143-830,서울특별시 광진구 구의동 559-8 힐그린빌1 지하 B03호,"서울특별시 광진구 영화사로13길 4, B03호 (구의동, 힐그린빌1 지하)",4948.0,동네포차,2023-03-14 10:42:24,U,2023-03-16 02:40:00.0,호프/통닭,208236.45751405,450273.528942316,호프/통닭,,,,,,,,,,,,,,N,46.41,,,
12891,12891,3040000,3040000-101-2014-00143,2014-04-29,,1,영업/정상,1,영업,,,,,07089622904,62.8,143-885,서울특별시 광진구 중곡동 50-3번지 (1층) ,"서울특별시 광진구 능동로44길 42, 1층 (중곡동)",4927.0,또래오래치킨(중곡점),2019-01-30 10:29:00,U,2019-02-01 02:40:00.0,호프/통닭,207332.411445378,450873.927122218,호프/통닭,,,,,,,,,,,,,,N,62.8,,,
12895,12895,3040000,3040000-101-2014-00147,2014-04-30,,1,영업/정상,1,영업,,,,,02 22019595,82.5,143-827,서울특별시 광진구 구의동 254-114번지 1층 ,"서울특별시 광진구 자양로 165, 1층 (구의동)",5024.0,미가담,2019-08-06 17:50:37,U,2019-08-08 02:40:00.0,호프/통닭,207339.945213839,448905.562845289,호프/통닭,,,,,,,,,,,,,,N,82.5,,,
12906,12906,3040000,3040000-101-2014-00158,2014-05-13,,1,영업/정상,1,영업,,,,,02497 0282,31.87,143-912,서울특별시 광진구 중곡동 640-3 1층 ,"서울특별시 광진구 면목로 56, 1층 (중곡동)",4919.0,비어잔,2023-07-18 09:59:50,U,2023-07-20 02:40:00.0,호프/통닭,206785.136323597,450743.302357363,호프/통닭,,,,,,,,,,,,,,N,31.87,,,
12913,12913,3040000,3040000-101-2014-00165,2014-05-21,,1,영업/정상,1,영업,,,,,,27.0,143-916,서울특별시 광진구 화양동 33-21 (1층) ,"서울특별시 광진구 능동로13길 81-1, 1층 (화양동)",5015.0,638(DENO)탄탄면,2021-04-13 10:19:58,U,2021-04-15 02:40:00.0,호프/통닭,205991.301015633,449219.190588436,호프/통닭,,,,,,,,,,,,,,N,27.0,,,
12938,12938,3040000,3040000-101-2014-00191,2014-06-13,,1,영업/정상,1,영업,,,,,02   4554513,55.0,143-826,서울특별시 광진구 구의동 251-62번지 1층 ,"서울특별시 광진구 아차산로51길 65, 1층 (구의동)",5039.0,닭이닭,2019-02-08 11:43:09,U,2019-02-10 02:40:00.0,호프/통닭,207419.811706222,448633.204619941,호프/통닭,,,,,,,,,,,,,,N,55.0,,,
12944,12944,3040000,3040000-101-2014-00197,2014-06-16,,1,영업/정상,1,영업,,,,,,,143-887,서울특별시 광진구 중곡동 77-26번지 (1층) ,"서울특별시 광진구 긴고랑로36길 5, 1층 (중곡동)",4945.0,빵구비어,2016-03-21 10:07:11,I,2018-08-31 23:59:59.0,호프/통닭,207807.697563894,450711.001687943,호프/통닭,,,,,,,,,,,,,,N,33.0,,,
12971,12971,3040000,3040000-101-2014-00224,2014-07-07,,1,영업/정상,1,영업,,,,,,25.84,143-865,서울특별시 광진구 자양동 608-23번지 ,"서울특별시 광진구 자양번영로6길 5, 1층 (자양동)",5098.0,미스터(mr.)짱닭치킨,2020-06-09 13:36:33,U,2020-06-11 02:40:00.0,호프/통닭,206641.347674839,447818.930381997,호프/통닭,,,,,,,,,,,,,,N,25.84,,,
12974,12974,3040000,3040000-101-2014-00227,2014-07-09,,1,영업/정상,1,영업,,,,,,,143-904,서울특별시 광진구 중곡동 244-9번지 1층 ,"서울특별시 광진구 면목로 96, 1층 (중곡동)",4914.0,해피,2015-08-17 18:07:37,I,2018-08-31 23:59:59.0,호프/통닭,206947.8678812,451111.552739276,호프/통닭,,,,,,,,,,,,,,N,30.0,,,
12980,12980,3040000,3040000-101-2014-00233,2014-07-18,,1,영업/정상,1,영업,,,,,,64.96,143-914,서울특별시 광진구 화양동 11-39 (1층) ,"서울특별시 광진구 아차산로33길 51-4, 1층 (화양동)",5016.0,야키토리 나루토 건대점,2023-05-22 13:12:47,U,2023-05-24 02:40:00.0,호프/통닭,206175.182457507,448941.98414145,호프/통닭,,,,,,,,,,,,,,N,64.96,,,
13000,13000,3040000,3040000-101-2014-00253,2014-08-07,,1,영업/정상,1,영업,,,,,02 4347812,,143-837,서울특별시 광진구 군자동 48-6번지 (1층) ,"서울특별시 광진구 면목로 27, 1층 (군자동)",4995.0,야키도리모모,2016-08-16 14:50:25,I,2018-08-31 23:59:59.0,호프/통닭,206644.656261742,450482.69636107,호프/통닭,,,,,,,,,,,,,,N,52.0,,,
13049,13049,3040000,3040000-101-2014-00302,2014-09-25,,1,영업/정상,1,영업,,,,,,,143-912,서울특별시 광진구 중곡동 649-15번지 1층 ,"서울특별시 광진구 능동로37길 17, 1층 (중곡동)",4919.0,부뚜막,2015-07-23 11:44:16,I,2018-08-31 23:59:59.0,호프/통닭,206904.243720605,450651.962398839,호프/통닭,,,,,,,,,,,,,,N,23.1,,,
13051,13051,3040000,3040000-101-2014-00304,2014-09-26,,1,영업/정상,1,영업,,,,,,53.24,143-914,서울특별시 광진구 화양동 5-32번지 지하2층 ,"서울특별시 광진구 동일로22길 117-27, 지하1층 (화양동)",5017.0,소박한상,2018-08-20 10:23:53,I,2018-08-31 23:59:59.0,호프/통닭,206197.885989673,448836.950629394,호프/통닭,,,,,,,,,,,,,,N,53.24,,,
13073,13073,3040000,3040000-101-2014-00326,2014-10-20,,1,영업/정상,1,영업,,,,,,40.0,143-889,서울특별시 광진구 중곡동 115-3 1층 ,"서울특별시 광진구 천호대로127길 8, 1층 (중곡동)",4953.0,고오기,2021-07-10 15:51:24,U,2021-07-13 02:40:00.0,호프/통닭,207821.767782941,450135.850874346,호프/통닭,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,40.0,,,
13075,13075,3040000,3040000-101-2014-00328,2014-10-23,,1,영업/정상,1,영업,,,,,02445 1306,47.38,143-865,서울특별시 광진구 자양동 608-18 1층 ,"서울특별시 광진구 뚝섬로 598, 1층 (자양동)",5098.0,역전할머니맥주,2020-06-25 13:12:29,U,2020-06-27 02:40:00.0,호프/통닭,206659.619980038,447852.764696205,호프/통닭,,,,,,,,,,,,,,N,47.38,,,
